Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0307	25000	125000
2	Spectrogram 1	1	0.0947	0.1715	25000	125000
3	Spectrogram 1	1	0.2227	0.3038	25000	125000
4	Spectrogram 1	1	0.3806	0.5299	25000	125000
5	Spectrogram 1	1	0.5897	0.6409	25000	125000
6	Spectrogram 1	1	0.7177	0.7731	25000	125000
7	Spectrogram 1	1	0.8883	0.9822	25000	125000
8	Spectrogram 1	1	1.0377	1.0761	25000	125000
9	Spectrogram 1	1	1.4771	1.5454	25000	125000
10	Spectrogram 1	1	1.6051	1.6691	25000	125000
