Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0393	25000	125000
2	Spectrogram 1	1	0.0521	0.1246	25000	125000
3	Spectrogram 1	1	0.1502	0.3123	25000	125000
4	Spectrogram 1	1	0.419	0.5129	25000	125000
5	Spectrogram 1	1	0.5299	0.6323	25000	125000
6	Spectrogram 1	1	0.7518	0.931	25000	125000
7	Spectrogram 1	1	0.9566	1.0889	25000	125000
8	Spectrogram 1	1	1.1059	1.1785	25000	125000
9	Spectrogram 1	1	1.2083	1.2894	25000	125000
10	Spectrogram 1	1	1.4174	1.4985	25000	125000
11	Spectrogram 1	1	1.5411	1.6265	25000	125000
12	Spectrogram 1	1	1.6563	1.7161	25000	125000
