Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.2185	25000	125000
2	Spectrogram 1	1	0.2611	0.4147	25000	125000
3	Spectrogram 1	1	0.4403	0.5854	25000	125000
4	Spectrogram 1	1	0.6451	0.7049	25000	125000
5	Spectrogram 1	1	0.7817	0.8926	25000	125000
6	Spectrogram 1	1	1.0633	1.2211	25000	125000
7	Spectrogram 1	1	1.3022	1.3875	25000	125000
8	Spectrogram 1	1	1.4089	1.5411	25000	125000
9	Spectrogram 1	1	1.5838	1.763	25000	125000
10	Spectrogram 1	1	1.8057	1.9038	25000	125000
