Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0521	0.1118	25000	125000
2	Spectrogram 1	1	0.163	0.2526	25000	125000
3	Spectrogram 1	1	0.291	0.419	25000	125000
4	Spectrogram 1	1	0.5726	0.7518	25000	125000
5	Spectrogram 1	1	0.7902	0.8585	25000	125000
6	Spectrogram 1	1	0.9139	1.0163	25000	125000
7	Spectrogram 1	1	1.0547	1.2425	25000	125000
8	Spectrogram 1	1	1.2979	1.4131	25000	125000
9	Spectrogram 1	1	1.4345	1.5369	25000	125000
10	Spectrogram 1	1	1.571	1.7246	25000	125000
11	Spectrogram 1	1	1.7587	1.8355	25000	125000
12	Spectrogram 1	1	1.8611	1.9763	25000	125000
