Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.2014	0.2739	25000	125000
2	Spectrogram 1	1	0.2953	0.4574	25000	125000
3	Spectrogram 1	1	0.4915	0.5598	25000	125000
4	Spectrogram 1	1	0.5854	0.7134	25000	125000
5	Spectrogram 1	1	0.8243	0.9353	25000	125000
6	Spectrogram 1	1	0.9481	1.1657	25000	125000
7	Spectrogram 1	1	1.1998	1.4131	25000	125000
8	Spectrogram 1	1	1.4601	1.5582	25000	125000
9	Spectrogram 1	1	1.6265	1.7801	25000	125000
10	Spectrogram 1	1	1.8227	1.9294	25000	125000
11	Spectrogram 1	1	1.955	1.9763	25000	125000
