Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.3507	0.3934	25000	125000
2	Spectrogram 1	1	0.4531	0.4915	25000	125000
3	Spectrogram 1	1	0.5641	0.6025	25000	125000
4	Spectrogram 1	1	0.6622	0.7006	25000	125000
5	Spectrogram 1	1	0.7518	0.8201	25000	125000
6	Spectrogram 1	1	0.8585	0.9139	25000	125000
7	Spectrogram 1	1	0.9523	1.0121	25000	125000
8	Spectrogram 1	1	1.059	1.1059	25000	125000
9	Spectrogram 1	1	1.1486	1.1998	25000	125000
10	Spectrogram 1	1	1.4302	1.4857	25000	125000
11	Spectrogram 1	1	1.5411	1.5923	25000	125000
12	Spectrogram 1	1	1.6521	1.7118	25000	125000
13	Spectrogram 1	1	1.763	1.8995	25000	125000
14	Spectrogram 1	1	1.9337	1.9763	25000	125000
