Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0649	25000	125000
2	Spectrogram 1	1	0.1673	0.2697	25000	125000
3	Spectrogram 1	1	0.291	0.4318	25000	125000
4	Spectrogram 1	1	0.4531	0.5769	25000	125000
5	Spectrogram 1	1	0.6025	0.7475	25000	125000
6	Spectrogram 1	1	0.7689	0.8414	25000	125000
7	Spectrogram 1	1	0.9779	1.0675	25000	125000
8	Spectrogram 1	1	1.0889	1.1913	25000	125000
9	Spectrogram 1	1	1.1998	1.3363	25000	125000
10	Spectrogram 1	1	1.3534	1.4942	25000	125000
11	Spectrogram 1	1	1.507	1.6435	25000	125000
12	Spectrogram 1	1	1.6606	1.7459	25000	125000
13	Spectrogram 1	1	1.763	1.8355	25000	125000
14	Spectrogram 1	1	1.9678	1.9763	25000	125000
