Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.1374	0.1929	25000	125000
2	Spectrogram 1	1	0.3251	0.4403	25000	125000
3	Spectrogram 1	1	0.4787	0.5854	25000	125000
4	Spectrogram 1	1	0.6195	0.7049	25000	125000
5	Spectrogram 1	1	0.8414	0.8883	25000	125000
6	Spectrogram 1	1	1.0377	1.0931	25000	125000
7	Spectrogram 1	1	1.2553	1.4003	25000	125000
8	Spectrogram 1	1	1.4345	1.5497	25000	125000
9	Spectrogram 1	1	1.6862	1.7801	25000	125000
10	Spectrogram 1	1	1.9294	1.9763	25000	125000
