Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.099	25000	125000
2	Spectrogram 1	1	0.1374	0.2227	25000	125000
3	Spectrogram 1	1	0.3081	0.3977	25000	125000
4	Spectrogram 1	1	0.4233	0.5001	25000	125000
5	Spectrogram 1	1	0.5555	0.611	25000	125000
6	Spectrogram 1	1	0.6622	0.8841	25000	125000
7	Spectrogram 1	1	0.9225	1.0035	25000	125000
8	Spectrogram 1	1	1.0377	1.1145	25000	125000
9	Spectrogram 1	1	1.1785	1.2339	25000	125000
10	Spectrogram 1	1	1.3747	1.443	25000	125000
11	Spectrogram 1	1	1.6265	1.7929	25000	125000
12	Spectrogram 1	1	1.8313	1.9123	25000	125000
