Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0905	0.1758	25000	125000
2	Spectrogram 1	1	0.2142	0.355	25000	125000
3	Spectrogram 1	1	0.3763	0.547	25000	125000
4	Spectrogram 1	1	0.5811	0.6494	25000	125000
5	Spectrogram 1	1	0.6878	0.8201	25000	125000
6	Spectrogram 1	1	0.8499	1.0078	25000	125000
7	Spectrogram 1	1	1.0419	1.2382	25000	125000
8	Spectrogram 1	1	1.2681	1.443	25000	125000
9	Spectrogram 1	1	1.4558	1.6393	25000	125000
10	Spectrogram 1	1	1.6862	1.7801	25000	125000
11	Spectrogram 1	1	1.8398	1.9422	25000	125000
12	Spectrogram 1	1	1.9593	1.9763	25000	125000
