Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0307	25000	125000
2	Spectrogram 1	1	0.0563	0.1033	25000	125000
3	Spectrogram 1	1	0.1587	0.2185	25000	125000
4	Spectrogram 1	1	0.2739	0.3763	25000	125000
5	Spectrogram 1	1	0.4275	0.5086	25000	125000
6	Spectrogram 1	1	0.5299	0.5897	25000	125000
7	Spectrogram 1	1	0.6409	0.6878	25000	125000
8	Spectrogram 1	1	0.739	0.7987	25000	125000
9	Spectrogram 1	1	0.8457	0.9011	25000	125000
10	Spectrogram 1	1	0.9481	1.0206	25000	125000
11	Spectrogram 1	1	1.0675	1.2553	25000	125000
12	Spectrogram 1	1	1.2937	1.3833	25000	125000
13	Spectrogram 1	1	1.4217	1.4814	25000	125000
14	Spectrogram 1	1	1.5198	1.5667	25000	125000
15	Spectrogram 1	1	1.7502	1.8441	25000	125000
16	Spectrogram 1	1	1.8867	1.9465	25000	125000
