Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1203	25000	125000
2	Spectrogram 1	1	0.1715	0.3934	25000	125000
3	Spectrogram 1	1	0.4403	0.547	25000	125000
4	Spectrogram 1	1	0.5726	0.7859	25000	125000
5	Spectrogram 1	1	0.8371	0.9225	25000	125000
6	Spectrogram 1	1	0.9523	0.9993	25000	125000
7	Spectrogram 1	1	1.0419	1.1358	25000	125000
8	Spectrogram 1	1	1.2041	1.2723	25000	125000
9	Spectrogram 1	1	1.3065	1.5113	25000	125000
10	Spectrogram 1	1	1.5454	1.7758	25000	125000
11	Spectrogram 1	1	1.8185	1.9763	25000	125000
