Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0691	0.1545	25000	125000
2	Spectrogram 1	1	0.1971	0.3209	25000	125000
3	Spectrogram 1	1	0.4361	0.5001	25000	125000
4	Spectrogram 1	1	0.6366	0.7049	25000	125000
5	Spectrogram 1	1	0.7561	0.8329	25000	125000
6	Spectrogram 1	1	1.059	1.1443	25000	125000
7	Spectrogram 1	1	1.1785	1.2595	25000	125000
8	Spectrogram 1	1	1.315	1.4174	25000	125000
9	Spectrogram 1	1	1.4643	1.5539	25000	125000
10	Spectrogram 1	1	1.6009	1.699	25000	125000
11	Spectrogram 1	1	1.7587	1.9209	25000	125000
