Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0265	0.0777	25000	125000
2	Spectrogram 1	1	0.1075	0.163	25000	125000
3	Spectrogram 1	1	0.1971	0.2526	25000	125000
4	Spectrogram 1	1	0.291	0.4617	25000	125000
5	Spectrogram 1	1	0.483	0.6238	25000	125000
6	Spectrogram 1	1	0.6409	0.8201	25000	125000
7	Spectrogram 1	1	0.8371	0.9737	25000	125000
8	Spectrogram 1	1	0.9822	1.2041	25000	125000
9	Spectrogram 1	1	1.2211	1.3491	25000	125000
10	Spectrogram 1	1	1.3833	1.5497	25000	125000
11	Spectrogram 1	1	1.5667	1.6179	25000	125000
