Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0606	0.1843	25000	125000
2	Spectrogram 1	1	0.2697	0.355	25000	125000
3	Spectrogram 1	1	0.3934	0.4702	25000	125000
4	Spectrogram 1	1	0.5129	0.5641	25000	125000
5	Spectrogram 1	1	0.8201	0.8798	25000	125000
6	Spectrogram 1	1	0.9523	1.1443	25000	125000
7	Spectrogram 1	1	1.1998	1.3065	25000	125000
8	Spectrogram 1	1	1.3406	1.5411	25000	125000
9	Spectrogram 1	1	1.5966	1.7118	25000	125000
10	Spectrogram 1	1	1.7715	1.9123	25000	125000
11	Spectrogram 1	1	1.9635	1.9763	25000	125000
