Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0307	0.0862	25000	125000
2	Spectrogram 1	1	0.1289	0.1715	25000	125000
3	Spectrogram 1	1	0.7049	0.7945	25000	125000
4	Spectrogram 1	1	0.803	0.931	25000	125000
5	Spectrogram 1	1	0.9609	1.1017	25000	125000
6	Spectrogram 1	1	1.1273	1.1913	25000	125000
7	Spectrogram 1	1	1.2467	1.3107	25000	125000
8	Spectrogram 1	1	1.3449	1.5155	25000	125000
9	Spectrogram 1	1	1.5369	1.6435	25000	125000
10	Spectrogram 1	1	1.6734	1.7758	25000	125000
11	Spectrogram 1	1	1.8099	1.9038	25000	125000
12	Spectrogram 1	1	1.9422	1.9763	25000	125000
