Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.1374	0.2014	25000	125000
2	Spectrogram 1	1	0.2526	0.3209	25000	125000
3	Spectrogram 1	1	0.3507	0.4147	25000	125000
4	Spectrogram 1	1	0.4446	0.5001	25000	125000
5	Spectrogram 1	1	0.5342	0.5897	25000	125000
6	Spectrogram 1	1	0.6195	0.6878	25000	125000
7	Spectrogram 1	1	0.7177	0.7817	25000	125000
8	Spectrogram 1	1	0.8969	0.9779	25000	125000
9	Spectrogram 1	1	1.0121	1.0889	25000	125000
10	Spectrogram 1	1	1.123	1.1785	25000	125000
11	Spectrogram 1	1	1.2638	1.4302	25000	125000
12	Spectrogram 1	1	1.5411	1.6094	25000	125000
13	Spectrogram 1	1	1.6521	1.7971	25000	125000
14	Spectrogram 1	1	1.8185	1.891	25000	125000
15	Spectrogram 1	1	1.9337	1.9763	25000	125000
