Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.2227	25000	125000
2	Spectrogram 1	1	0.2611	0.419	25000	125000
3	Spectrogram 1	1	0.4446	0.5641	25000	125000
4	Spectrogram 1	1	0.5811	0.6707	25000	125000
5	Spectrogram 1	1	0.7689	0.8755	25000	125000
6	Spectrogram 1	1	0.8883	0.995	25000	125000
7	Spectrogram 1	1	1.1017	1.1529	25000	125000
8	Spectrogram 1	1	1.2041	1.2766	25000	125000
9	Spectrogram 1	1	1.3065	1.3619	25000	125000
10	Spectrogram 1	1	1.7886	1.8398	25000	125000
11	Spectrogram 1	1	1.8995	1.955	25000	125000
