Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.6494	0.6963	25000	125000
2	Spectrogram 1	1	0.739	0.7859	25000	125000
3	Spectrogram 1	1	0.8243	0.8755	25000	125000
4	Spectrogram 1	1	0.9097	0.9651	25000	125000
5	Spectrogram 1	1	0.995	1.0419	25000	125000
6	Spectrogram 1	1	1.0889	1.1315	25000	125000
7	Spectrogram 1	1	1.1742	1.2169	25000	125000
8	Spectrogram 1	1	1.251	1.3107	25000	125000
9	Spectrogram 1	1	1.3534	1.4046	25000	125000
10	Spectrogram 1	1	1.4558	1.4942	25000	125000
11	Spectrogram 1	1	1.5326	1.5881	25000	125000
12	Spectrogram 1	1	1.6393	1.7033	25000	125000
13	Spectrogram 1	1	1.7374	1.7886	25000	125000
14	Spectrogram 1	1	1.8483	1.9123	25000	125000
15	Spectrogram 1	1	1.9379	1.9763	25000	125000
