Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.5299	0.5939	25000	125000
2	Spectrogram 1	1	0.6366	0.7433	25000	125000
3	Spectrogram 1	1	0.7689	0.8371	25000	125000
4	Spectrogram 1	1	1.0078	1.0675	25000	125000
5	Spectrogram 1	1	1.1187	1.1699	25000	125000
6	Spectrogram 1	1	1.2083	1.2553	25000	125000
7	Spectrogram 1	1	1.2851	1.3833	25000	125000
8	Spectrogram 1	1	1.4174	1.5539	25000	125000
9	Spectrogram 1	1	1.5795	1.6307	25000	125000
10	Spectrogram 1	1	1.6649	1.7417	25000	125000
11	Spectrogram 1	1	1.763	1.8185	25000	125000
12	Spectrogram 1	1	1.8526	1.9123	25000	125000
13	Spectrogram 1	1	1.9507	1.9763	25000	125000
