Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.2398	25000	125000
2	Spectrogram 1	1	0.3465	0.4787	25000	125000
3	Spectrogram 1	1	0.5257	0.6835	25000	125000
4	Spectrogram 1	1	0.7987	0.8883	25000	125000
5	Spectrogram 1	1	0.9523	1.0206	25000	125000
6	Spectrogram 1	1	1.0846	1.3065	25000	125000
7	Spectrogram 1	1	1.3619	1.5155	25000	125000
8	Spectrogram 1	1	1.5582	1.6649	25000	125000
9	Spectrogram 1	1	1.7075	1.8825	25000	125000
10	Spectrogram 1	1	1.9251	1.9763	25000	125000
