Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0307	25000	125000
2	Spectrogram 1	1	0.0521	0.0905	25000	125000
3	Spectrogram 1	1	0.1417	0.1929	25000	125000
4	Spectrogram 1	1	0.3465	0.3891	25000	125000
5	Spectrogram 1	1	0.4531	0.4915	25000	125000
6	Spectrogram 1	1	0.6537	0.6963	25000	125000
7	Spectrogram 1	1	0.7561	0.7945	25000	125000
8	Spectrogram 1	1	0.8798	0.9139	25000	125000
9	Spectrogram 1	1	1.0803	1.123	25000	125000
10	Spectrogram 1	1	1.2083	1.251	25000	125000
11	Spectrogram 1	1	1.315	1.4259	25000	125000
12	Spectrogram 1	1	1.4643	1.507	25000	125000
13	Spectrogram 1	1	1.5838	1.6307	25000	125000
14	Spectrogram 1	1	1.9379	1.9763	25000	125000
