Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1203	25000	125000
2	Spectrogram 1	1	0.1929	0.291	25000	125000
3	Spectrogram 1	1	0.3422	0.483	25000	125000
4	Spectrogram 1	1	0.5214	0.6238	25000	125000
5	Spectrogram 1	1	0.6707	0.8158	25000	125000
6	Spectrogram 1	1	0.8243	0.8627	25000	125000
7	Spectrogram 1	1	0.9139	1.059	25000	125000
8	Spectrogram 1	1	1.1998	1.3321	25000	125000
9	Spectrogram 1	1	1.3619	1.4089	25000	125000
10	Spectrogram 1	1	1.4643	1.5539	25000	125000
11	Spectrogram 1	1	1.5881	1.7587	25000	125000
12	Spectrogram 1	1	1.7971	1.8483	25000	125000
13	Spectrogram 1	1	1.9123	1.9763	25000	125000
