Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.2142	25000	125000
2	Spectrogram 1	1	0.2739	0.5086	25000	125000
3	Spectrogram 1	1	0.6067	0.6963	25000	125000
4	Spectrogram 1	1	0.739	0.8883	25000	125000
5	Spectrogram 1	1	0.9395	1.0505	25000	125000
6	Spectrogram 1	1	1.0761	1.1571	25000	125000
7	Spectrogram 1	1	1.1742	1.2979	25000	125000
8	Spectrogram 1	1	1.3193	1.4302	25000	125000
9	Spectrogram 1	1	1.4473	1.6606	25000	125000
10	Spectrogram 1	1	1.7118	1.9465	25000	125000
