Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0649	0.1459	25000	125000
2	Spectrogram 1	1	0.1673	0.2355	25000	125000
3	Spectrogram 1	1	0.2697	0.3379	25000	125000
4	Spectrogram 1	1	0.3721	0.4787	25000	125000
5	Spectrogram 1	1	0.6494	0.7689	25000	125000
6	Spectrogram 1	1	0.7945	0.9353	25000	125000
7	Spectrogram 1	1	0.9609	1.0547	25000	125000
8	Spectrogram 1	1	1.2339	1.2809	25000	125000
9	Spectrogram 1	1	1.2894	1.3449	25000	125000
10	Spectrogram 1	1	1.3747	1.5369	25000	125000
11	Spectrogram 1	1	1.635	1.7587	25000	125000
12	Spectrogram 1	1	1.827	1.9081	25000	125000
