Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.227	0.3806	25000	125000
2	Spectrogram 1	1	0.4147	0.5598	25000	125000
3	Spectrogram 1	1	0.5897	0.7049	25000	125000
4	Spectrogram 1	1	0.739	0.8201	25000	125000
5	Spectrogram 1	1	0.8627	0.9182	25000	125000
6	Spectrogram 1	1	1.0761	1.1699	25000	125000
7	Spectrogram 1	1	1.2041	1.2595	25000	125000
8	Spectrogram 1	1	1.4003	1.4643	25000	125000
9	Spectrogram 1	1	1.5027	1.5667	25000	125000
10	Spectrogram 1	1	1.5966	1.7075	25000	125000
11	Spectrogram 1	1	1.7289	1.891	25000	125000
12	Spectrogram 1	1	1.9209	1.9763	25000	125000
