Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1673	25000	125000
2	Spectrogram 1	1	0.1929	0.3379	25000	125000
3	Spectrogram 1	1	0.3678	0.5129	25000	125000
4	Spectrogram 1	1	0.5385	0.7475	25000	125000
5	Spectrogram 1	1	0.7817	0.9907	25000	125000
6	Spectrogram 1	1	1.0206	1.187	25000	125000
7	Spectrogram 1	1	1.2041	1.4089	25000	125000
8	Spectrogram 1	1	1.4387	1.6009	25000	125000
9	Spectrogram 1	1	1.6222	1.7033	25000	125000
10	Spectrogram 1	1	1.7545	1.8953	25000	125000
11	Spectrogram 1	1	1.9166	1.9763	25000	125000
