Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0393	25000	125000
2	Spectrogram 1	1	0.099	0.2313	25000	125000
3	Spectrogram 1	1	0.2697	0.4318	25000	125000
4	Spectrogram 1	1	0.4617	0.5897	25000	125000
5	Spectrogram 1	1	0.611	0.6878	25000	125000
6	Spectrogram 1	1	0.7134	0.7774	25000	125000
7	Spectrogram 1	1	0.8073	0.8585	25000	125000
8	Spectrogram 1	1	0.9011	0.9438	25000	125000
9	Spectrogram 1	1	1.0931	1.1443	25000	125000
10	Spectrogram 1	1	1.1913	1.2297	25000	125000
11	Spectrogram 1	1	1.2851	1.3449	25000	125000
