Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0691	25000	125000
2	Spectrogram 1	1	0.1203	0.163	25000	125000
3	Spectrogram 1	1	0.2185	0.2825	25000	125000
4	Spectrogram 1	1	0.4617	0.5129	25000	125000
5	Spectrogram 1	1	0.5683	0.6963	25000	125000
6	Spectrogram 1	1	0.7305	0.7817	25000	125000
7	Spectrogram 1	1	0.8243	0.8798	25000	125000
8	Spectrogram 1	1	0.9395	1.0846	25000	125000
9	Spectrogram 1	1	1.1443	1.1827	25000	125000
10	Spectrogram 1	1	1.2723	1.4089	25000	125000
11	Spectrogram 1	1	1.9209	1.9763	25000	125000
