Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1673	25000	125000
2	Spectrogram 1	1	0.1758	0.2782	25000	125000
3	Spectrogram 1	1	0.2867	0.483	25000	125000
4	Spectrogram 1	1	0.5129	0.675	25000	125000
5	Spectrogram 1	1	0.7049	0.8243	25000	125000
6	Spectrogram 1	1	0.8371	0.931	25000	125000
7	Spectrogram 1	1	0.9395	1.1486	25000	125000
8	Spectrogram 1	1	1.1699	1.3406	25000	125000
9	Spectrogram 1	1	1.379	1.5454	25000	125000
10	Spectrogram 1	1	1.5966	1.7715	25000	125000
11	Spectrogram 1	1	1.8142	1.9379	25000	125000
12	Spectrogram 1	1	1.9678	1.9763	25000	125000
