Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0521	25000	125000
2	Spectrogram 1	1	0.7603	0.8201	25000	125000
3	Spectrogram 1	1	0.8585	0.9097	25000	125000
4	Spectrogram 1	1	0.9481	0.9993	25000	125000
5	Spectrogram 1	1	1.0377	1.0761	25000	125000
6	Spectrogram 1	1	1.2083	1.2595	25000	125000
7	Spectrogram 1	1	1.3022	1.3705	25000	125000
8	Spectrogram 1	1	1.3961	1.4601	25000	125000
9	Spectrogram 1	1	1.5027	1.5454	25000	125000
10	Spectrogram 1	1	1.6905	1.7971	25000	125000
11	Spectrogram 1	1	1.8227	1.9123	25000	125000
12	Spectrogram 1	1	1.9379	1.9763	25000	125000
