Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0606	25000	125000
2	Spectrogram 1	1	0.1161	0.1587	25000	125000
3	Spectrogram 1	1	0.2142	0.2611	25000	125000
4	Spectrogram 1	1	0.3209	0.3891	25000	125000
5	Spectrogram 1	1	0.4403	0.5043	25000	125000
6	Spectrogram 1	1	0.547	0.6963	25000	125000
7	Spectrogram 1	1	0.7347	0.8499	25000	125000
8	Spectrogram 1	1	0.8883	0.9651	25000	125000
9	Spectrogram 1	1	1.0206	1.1059	25000	125000
10	Spectrogram 1	1	1.1529	1.2553	25000	125000
11	Spectrogram 1	1	1.3022	1.3918	25000	125000
12	Spectrogram 1	1	1.443	1.507	25000	125000
13	Spectrogram 1	1	1.5667	1.6734	25000	125000
14	Spectrogram 1	1	1.7246	1.8014	25000	125000
15	Spectrogram 1	1	1.8654	1.9763	25000	125000
