Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0393	0.1033	25000	125000
2	Spectrogram 1	1	0.1545	0.2057	25000	125000
3	Spectrogram 1	1	0.2611	0.3209	25000	125000
4	Spectrogram 1	1	0.3934	0.4318	25000	125000
5	Spectrogram 1	1	0.483	0.5214	25000	125000
6	Spectrogram 1	1	0.5726	0.6323	25000	125000
7	Spectrogram 1	1	0.6835	0.7433	25000	125000
8	Spectrogram 1	1	0.8201	0.8926	25000	125000
9	Spectrogram 1	1	0.9523	1.0633	25000	125000
10	Spectrogram 1	1	1.1401	1.2937	25000	125000
11	Spectrogram 1	1	1.3406	1.4515	25000	125000
