Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0734	25000	125000
2	Spectrogram 1	1	0.2014	0.3849	25000	125000
3	Spectrogram 1	1	0.5427	0.6153	25000	125000
4	Spectrogram 1	1	0.6665	0.7603	25000	125000
5	Spectrogram 1	1	0.8073	0.8755	25000	125000
6	Spectrogram 1	1	0.9182	1.123	25000	125000
7	Spectrogram 1	1	1.1486	1.2425	25000	125000
8	Spectrogram 1	1	1.2979	1.3875	25000	125000
9	Spectrogram 1	1	1.4345	1.6435	25000	125000
10	Spectrogram 1	1	1.699	1.9763	25000	125000
