Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0905	0.1374	25000	125000
2	Spectrogram 1	1	0.1801	0.2611	25000	125000
3	Spectrogram 1	1	0.291	0.3763	25000	125000
4	Spectrogram 1	1	0.4105	0.483	25000	125000
5	Spectrogram 1	1	0.5171	0.6067	25000	125000
6	Spectrogram 1	1	0.6494	0.803	25000	125000
7	Spectrogram 1	1	0.8585	0.9182	25000	125000
8	Spectrogram 1	1	0.995	1.0377	25000	125000
9	Spectrogram 1	1	1.1145	1.187	25000	125000
10	Spectrogram 1	1	1.7289	1.7843	25000	125000
