Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.6195	0.6963	25000	125000
2	Spectrogram 1	1	0.7262	0.8883	25000	125000
3	Spectrogram 1	1	0.9182	1.0291	25000	125000
4	Spectrogram 1	1	1.0675	1.1145	25000	125000
5	Spectrogram 1	1	1.1742	1.2723	25000	125000
6	Spectrogram 1	1	1.3022	1.3619	25000	125000
7	Spectrogram 1	1	1.4089	1.4558	25000	125000
8	Spectrogram 1	1	1.4985	1.5454	25000	125000
9	Spectrogram 1	1	1.5881	1.6777	25000	125000
10	Spectrogram 1	1	1.7118	1.8697	25000	125000
11	Spectrogram 1	1	1.8953	1.9763	25000	125000
