Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0862	25000	125000
2	Spectrogram 1	1	0.1203	0.2611	25000	125000
3	Spectrogram 1	1	0.2782	0.3806	25000	125000
4	Spectrogram 1	1	0.4019	0.5641	25000	125000
5	Spectrogram 1	1	0.5939	0.7518	25000	125000
6	Spectrogram 1	1	0.7689	0.8627	25000	125000
7	Spectrogram 1	1	0.8713	1.0291	25000	125000
8	Spectrogram 1	1	1.1315	1.251	25000	125000
9	Spectrogram 1	1	1.2638	1.3491	25000	125000
10	Spectrogram 1	1	1.3662	1.4302	25000	125000
11	Spectrogram 1	1	1.4985	1.6393	25000	125000
12	Spectrogram 1	1	1.6649	1.7417	25000	125000
13	Spectrogram 1	1	1.7801	1.8825	25000	125000
14	Spectrogram 1	1	1.8995	1.9763	25000	125000
