Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1545	25000	125000
2	Spectrogram 1	1	0.2014	0.3123	25000	125000
3	Spectrogram 1	1	0.3465	0.4702	25000	125000
4	Spectrogram 1	1	0.4873	0.5385	25000	125000
5	Spectrogram 1	1	0.8115	1.0206	25000	125000
6	Spectrogram 1	1	1.0633	1.1529	25000	125000
7	Spectrogram 1	1	1.2083	1.2766	25000	125000
8	Spectrogram 1	1	1.3363	1.5155	25000	125000
9	Spectrogram 1	1	1.5582	1.7417	25000	125000
10	Spectrogram 1	1	1.7801	1.955	25000	125000
11	Spectrogram 1	1	1.9678	1.9763	25000	125000
