Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1374	25000	125000
2	Spectrogram 1	1	0.4318	0.5726	25000	125000
3	Spectrogram 1	1	0.7006	0.7902	25000	125000
4	Spectrogram 1	1	0.8627	1.0334	25000	125000
5	Spectrogram 1	1	1.0718	1.3321	25000	125000
6	Spectrogram 1	1	1.3705	1.4217	25000	125000
7	Spectrogram 1	1	1.4729	1.5411	25000	125000
8	Spectrogram 1	1	1.5753	1.6478	25000	125000
9	Spectrogram 1	1	1.7033	1.7843	25000	125000
10	Spectrogram 1	1	1.8099	1.9337	25000	125000
11	Spectrogram 1	1	1.9507	1.9763	25000	125000
