Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0819	0.1289	25000	125000
2	Spectrogram 1	1	0.2057	0.291	25000	125000
3	Spectrogram 1	1	0.3379	0.4787	25000	125000
4	Spectrogram 1	1	0.6195	0.6963	25000	125000
5	Spectrogram 1	1	0.8542	0.8926	25000	125000
6	Spectrogram 1	1	0.9566	1.0121	25000	125000
7	Spectrogram 1	1	1.0889	1.1529	25000	125000
8	Spectrogram 1	1	1.2297	1.2851	25000	125000
9	Spectrogram 1	1	1.3363	1.4729	25000	125000
10	Spectrogram 1	1	1.5113	1.5838	25000	125000
11	Spectrogram 1	1	1.6307	1.7673	25000	125000
12	Spectrogram 1	1	1.7929	1.8569	25000	125000
13	Spectrogram 1	1	1.9081	1.9593	25000	125000
