Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.3934	0.483	25000	125000
2	Spectrogram 1	1	0.5043	0.7177	25000	125000
3	Spectrogram 1	1	0.7347	0.8158	25000	125000
4	Spectrogram 1	1	0.8243	0.9054	25000	125000
5	Spectrogram 1	1	0.9267	1.2083	25000	125000
6	Spectrogram 1	1	1.2425	1.4003	25000	125000
7	Spectrogram 1	1	1.4345	1.5923	25000	125000
8	Spectrogram 1	1	1.6179	1.7545	25000	125000
9	Spectrogram 1	1	1.7673	1.8569	25000	125000
10	Spectrogram 1	1	1.8654	1.9763	25000	125000
