Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0691	25000	125000
2	Spectrogram 1	1	0.1246	0.2099	25000	125000
3	Spectrogram 1	1	0.2867	0.4233	25000	125000
4	Spectrogram 1	1	0.4617	0.5641	25000	125000
5	Spectrogram 1	1	0.5939	0.7305	25000	125000
6	Spectrogram 1	1	0.7475	0.8073	25000	125000
7	Spectrogram 1	1	0.8286	0.9054	25000	125000
8	Spectrogram 1	1	0.9267	1.0035	25000	125000
9	Spectrogram 1	1	1.0334	1.1059	25000	125000
10	Spectrogram 1	1	1.4771	1.6905	25000	125000
11	Spectrogram 1	1	1.7161	1.8825	25000	125000
12	Spectrogram 1	1	1.9251	1.9763	25000	125000
