Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.2739	0.3337	25000	125000
2	Spectrogram 1	1	0.3977	0.4915	25000	125000
3	Spectrogram 1	1	0.739	0.8371	25000	125000
4	Spectrogram 1	1	0.8585	0.9267	25000	125000
5	Spectrogram 1	1	0.9651	1.0334	25000	125000
6	Spectrogram 1	1	1.0761	1.1785	25000	125000
7	Spectrogram 1	1	1.1998	1.2638	25000	125000
8	Spectrogram 1	1	1.2979	1.379	25000	125000
9	Spectrogram 1	1	1.6819	1.7545	25000	125000
10	Spectrogram 1	1	1.8057	1.8739	25000	125000
11	Spectrogram 1	1	1.9422	1.9763	25000	125000
