Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1203	25000	125000
2	Spectrogram 1	1	0.1587	0.2483	25000	125000
3	Spectrogram 1	1	0.3081	0.5043	25000	125000
4	Spectrogram 1	1	0.5171	0.6707	25000	125000
5	Spectrogram 1	1	0.6835	0.9139	25000	125000
6	Spectrogram 1	1	0.9523	1.0291	25000	125000
7	Spectrogram 1	1	1.0633	1.123	25000	125000
8	Spectrogram 1	1	1.2766	1.3491	25000	125000
9	Spectrogram 1	1	1.3747	1.4899	25000	125000
10	Spectrogram 1	1	1.507	1.7161	25000	125000
11	Spectrogram 1	1	1.7459	1.8569	25000	125000
12	Spectrogram 1	1	1.8739	1.9763	25000	125000
