Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0862	25000	125000
2	Spectrogram 1	1	0.1161	0.2697	25000	125000
3	Spectrogram 1	1	0.2953	0.4361	25000	125000
4	Spectrogram 1	1	0.483	0.6067	25000	125000
5	Spectrogram 1	1	0.6323	0.7689	25000	125000
6	Spectrogram 1	1	0.7945	0.9139	25000	125000
7	Spectrogram 1	1	0.9395	1.0846	25000	125000
8	Spectrogram 1	1	1.0974	1.2467	25000	125000
9	Spectrogram 1	1	1.2595	1.379	25000	125000
10	Spectrogram 1	1	1.4003	1.5411	25000	125000
11	Spectrogram 1	1	1.5753	1.6862	25000	125000
12	Spectrogram 1	1	1.7118	1.7801	25000	125000
