Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1161	25000	125000
2	Spectrogram 1	1	0.1587	0.2483	25000	125000
3	Spectrogram 1	1	0.3081	0.4105	25000	125000
4	Spectrogram 1	1	0.4617	0.5683	25000	125000
5	Spectrogram 1	1	0.611	0.7817	25000	125000
6	Spectrogram 1	1	0.8158	0.9395	25000	125000
7	Spectrogram 1	1	0.9694	1.0419	25000	125000
8	Spectrogram 1	1	1.2553	1.3278	25000	125000
9	Spectrogram 1	1	1.3662	1.4515	25000	125000
10	Spectrogram 1	1	1.6051	1.6947	25000	125000
11	Spectrogram 1	1	1.7417	1.8995	25000	125000
12	Spectrogram 1	1	1.9422	1.9763	25000	125000
