Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.9907	1.0249	25000	125000
2	Spectrogram 1	1	1.0846	1.123	25000	125000
3	Spectrogram 1	1	1.2467	1.3107	25000	125000
4	Spectrogram 1	1	1.3662	1.4515	25000	125000
5	Spectrogram 1	1	1.4857	1.5454	25000	125000
6	Spectrogram 1	1	1.5838	1.6435	25000	125000
7	Spectrogram 1	1	1.6777	1.7545	25000	125000
8	Spectrogram 1	1	1.7886	1.8355	25000	125000
9	Spectrogram 1	1	1.8739	1.9166	25000	125000
10	Spectrogram 1	1	1.9635	1.9763	25000	125000
