Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0777	25000	125000
2	Spectrogram 1	1	0.1075	0.1673	25000	125000
3	Spectrogram 1	1	0.2057	0.291	25000	125000
4	Spectrogram 1	1	0.3166	0.3721	25000	125000
5	Spectrogram 1	1	0.4105	0.4745	25000	125000
6	Spectrogram 1	1	0.5001	0.5513	25000	125000
7	Spectrogram 1	1	0.5897	0.6835	25000	125000
8	Spectrogram 1	1	0.7177	0.7817	25000	125000
9	Spectrogram 1	1	0.8243	0.9097	25000	125000
10	Spectrogram 1	1	1.0334	1.0761	25000	125000
11	Spectrogram 1	1	1.1102	1.187	25000	125000
12	Spectrogram 1	1	1.2339	1.3449	25000	125000
13	Spectrogram 1	1	1.3619	1.6478	25000	125000
14	Spectrogram 1	1	1.6649	1.7843	25000	125000
15	Spectrogram 1	1	1.7929	1.9721	25000	125000
