Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1246	25000	125000
2	Spectrogram 1	1	0.1459	0.2014	25000	125000
3	Spectrogram 1	1	0.2867	0.3635	25000	125000
4	Spectrogram 1	1	0.4617	0.5129	25000	125000
5	Spectrogram 1	1	0.8713	0.931	25000	125000
6	Spectrogram 1	1	0.9907	1.0505	25000	125000
7	Spectrogram 1	1	1.3534	1.4046	25000	125000
8	Spectrogram 1	1	1.443	1.507	25000	125000
9	Spectrogram 1	1	1.5155	1.5539	25000	125000
10	Spectrogram 1	1	1.6009	1.7331	25000	125000
11	Spectrogram 1	1	1.7758	1.8398	25000	125000
12	Spectrogram 1	1	1.9422	1.9763	25000	125000
