Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0734	25000	125000
2	Spectrogram 1	1	0.1289	0.2014	25000	125000
3	Spectrogram 1	1	0.2483	0.3849	25000	125000
4	Spectrogram 1	1	0.419	0.5641	25000	125000
5	Spectrogram 1	1	0.6025	0.6665	25000	125000
6	Spectrogram 1	1	0.7219	0.803	25000	125000
7	Spectrogram 1	1	0.8499	0.9054	25000	125000
8	Spectrogram 1	1	1.0505	1.1614	25000	125000
9	Spectrogram 1	1	1.1913	1.2638	25000	125000
10	Spectrogram 1	1	1.9678	1.9763	25000	125000
