Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.8457	0.8883	25000	125000
2	Spectrogram 1	1	0.9481	1.0163	25000	125000
3	Spectrogram 1	1	1.0547	1.1145	25000	125000
4	Spectrogram 1	1	1.1571	1.2083	25000	125000
5	Spectrogram 1	1	1.2467	1.2937	25000	125000
6	Spectrogram 1	1	1.3491	1.3918	25000	125000
7	Spectrogram 1	1	1.443	1.4857	25000	125000
8	Spectrogram 1	1	1.7161	1.7545	25000	125000
9	Spectrogram 1	1	1.8099	1.8611	25000	125000
10	Spectrogram 1	1	1.9081	1.9507	25000	125000
