Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0734	25000	125000
2	Spectrogram 1	1	0.1331	0.3635	25000	125000
3	Spectrogram 1	1	0.4105	0.6067	25000	125000
4	Spectrogram 1	1	0.6451	0.7945	25000	125000
5	Spectrogram 1	1	0.8201	1.0121	25000	125000
6	Spectrogram 1	1	1.0462	1.2382	25000	125000
7	Spectrogram 1	1	1.2809	1.3577	25000	125000
8	Spectrogram 1	1	1.4217	1.5411	25000	125000
9	Spectrogram 1	1	1.6606	1.7417	25000	125000
10	Spectrogram 1	1	1.8014	1.9763	25000	125000
