wav_file,detection_index,start_time_s,end_time_s,duration_ms,max_prob,mean_prob,user_action,timestamp
2024-09-30_11-21-07_0000035,0,1.020587,1.114453,93.87,0.143700,0.104873,,2026-02-16T00:08:09.116835
2024-09-30_11-21-07_0000035,1,1.174545,1.242453,67.91,0.116844,0.080127,,2026-02-16T00:08:09.509861
2024-09-30_11-21-07_0000035,2,1.302537,1.370453,67.92,0.116844,0.079737,,2026-02-16T00:08:09.877333
2024-09-30_11-21-07_0000035,3,1.780053,1.822720,42.67,0.088936,0.072393,,2026-02-16T00:08:10.264834
2024-09-30_11-21-07_0000035,4,2.044587,2.082987,38.40,0.056739,0.052304,,2026-02-16T00:08:10.743725
2024-09-30_11-21-07_0000035,5,2.181120,2.219520,38.40,0.059411,0.047535,,2026-02-16T00:08:11.107673
2024-09-30_11-21-07_0000035,6,2.283520,2.381653,98.13,0.312381,0.170732,,2026-02-16T00:08:11.468681
2024-09-30_11-21-07_0000035,7,2.552320,2.594987,42.67,0.080596,0.067108,,2026-02-16T00:08:11.831030
2024-09-30_11-21-07_0000035,8,2.791253,2.850987,59.73,0.072673,0.054519,,2026-02-16T00:08:12.186524
2024-09-30_11-21-07_0000035,9,2.876587,2.923520,46.93,0.067403,0.053498,,2026-02-16T00:08:12.552525
2024-09-30_11-21-07_0000035,10,2.978987,3.034453,55.47,0.107971,0.080300,,2026-02-16T00:08:12.903024
2024-09-30_11-21-07_0000035,11,3.085653,3.153920,68.27,0.174731,0.106286,,2026-02-16T00:08:13.256024
2024-09-30_11-21-07_0000035,12,3.192320,3.252053,59.73,0.197979,0.123695,,2026-02-16T00:08:13.656526
2024-09-30_11-21-07_0000035,13,3.303253,3.362987,59.73,0.146274,0.093221,,2026-02-16T00:08:14.007600
2024-09-30_11-21-07_0000035,14,3.392853,3.461120,68.27,0.101305,0.072357,,2026-02-16T00:08:14.361599
2024-09-30_11-21-07_0000035,15,3.499520,3.550720,51.20,0.085781,0.069980,,2026-02-16T00:08:14.703185
2024-09-30_11-21-07_0000035,16,3.597653,3.657387,59.73,0.118557,0.070202,,2026-02-16T00:08:15.087184
2024-09-30_11-21-07_0000035,17,3.717120,3.776853,59.73,0.196520,0.122520,,2026-02-16T00:08:15.467184
2024-09-30_11-21-07_0000035,18,3.836587,3.900587,64.00,0.112707,0.075727,,2026-02-16T00:08:15.958684
2024-09-30_11-21-07_0000035,19,3.956053,4.007253,51.20,0.168301,0.107086,,2026-02-16T00:08:16.342184
2024-09-30_11-21-07_0000035,20,4.433920,4.489387,55.47,0.148788,0.104153,,2026-02-16T00:08:16.719183
2024-09-30_11-21-07_0000035,21,4.698453,4.766720,68.27,0.210047,0.137026,,2026-02-16T00:08:17.097184
2024-09-30_11-21-07_0000035,22,4.822187,4.877653,55.47,0.142248,0.085113,,2026-02-16T00:08:17.446209
2024-09-30_11-21-07_0000035,23,4.945920,4.992853,46.93,0.099026,0.065214,,2026-02-16T00:08:17.827549
2024-09-30_11-21-07_0000035,24,5.069653,5.133653,64.00,0.157347,0.082491,,2026-02-16T00:08:18.207048
2024-09-30_11-21-07_0000035,25,5.189120,5.244587,55.47,0.182563,0.106581,,2026-02-16T00:08:18.555050
2024-09-30_11-21-07_0000035,26,5.342720,5.415253,72.53,0.069855,0.048791,,2026-02-16T00:08:18.910882
2024-09-30_11-21-07_0000035,27,5.469973,5.513387,43.41,0.051979,0.045618,,2026-02-16T00:08:19.295881
2024-09-30_11-21-07_0000035,28,5.592419,5.684053,91.63,0.300920,0.164669,,2026-02-16T00:08:19.663382
2024-09-30_11-21-07_0000035,29,5.760089,5.814699,54.61,0.000000,0.000000,added_manually,2026-02-16T00:08:20.016593
2024-09-30_11-21-07_0000035,30,5.898321,5.961387,63.07,0.091655,0.066151,,2026-02-16T00:08:20.398124
2024-09-30_11-21-07_0000035,31,6.019061,6.080924,61.86,0.000000,0.000000,added_manually,2026-02-16T00:08:20.864905
2024-09-30_11-21-07_0000035,32,6.127428,6.182891,55.46,0.000000,0.000000,added_manually,2026-02-16T00:08:21.227405
2024-09-30_11-21-07_0000035,33,6.702114,6.757577,55.46,0.000000,0.000000,added_manually,2026-02-16T00:08:21.582405
