wav_file,detection_index,start_time_s,end_time_s,duration_ms,max_prob,mean_prob,user_action,timestamp
2024-09-30_11-21-01_0000034,0,0.500053,0.572587,72.53,0.209956,0.151330,,2026-02-16T00:04:47.965901
2024-09-30_11-21-01_0000034,1,0.764587,0.952320,187.73,0.226023,0.127210,,2026-02-16T00:04:48.475414
2024-09-30_11-21-01_0000034,2,0.994987,1.093120,98.13,0.255094,0.164812,,2026-02-16T00:04:48.876805
2024-09-30_11-21-01_0000034,3,1.114453,1.199787,85.33,0.251602,0.156632,,2026-02-16T00:04:49.269305
2024-09-30_11-21-01_0000034,4,1.233920,1.400320,166.40,0.310619,0.130895,,2026-02-16T00:04:49.660804
2024-09-30_11-21-01_0000034,5,1.421653,1.613653,192.00,0.321625,0.148003,,2026-02-16T00:04:50.032305
2024-09-30_11-21-01_0000034,6,1.647787,1.716053,68.27,0.393195,0.228362,,2026-02-16T00:04:50.387589
2024-09-30_11-21-01_0000034,7,1.724587,2.112853,388.27,0.356355,0.110166,,2026-02-16T00:04:50.794090
2024-09-30_11-21-01_0000034,8,2.151253,2.368853,217.60,0.475409,0.196775,,2026-02-16T00:04:51.183007
2024-09-30_11-21-01_0000034,9,2.400279,2.448490,48.21,0.000000,0.000000,added_manually,2026-02-16T00:04:51.554070
2024-09-30_11-21-01_0000034,10,2.786987,2.854225,67.24,0.164098,0.080785,,2026-02-16T00:04:51.905958
2024-09-30_11-21-01_0000034,11,3.200230,3.294720,94.49,0.354673,0.152390,,2026-02-16T00:04:52.257459
2024-09-30_11-21-01_0000034,12,3.497172,3.593387,96.21,0.172088,0.084378,,2026-02-16T00:04:52.616458
2024-09-30_11-21-01_0000034,13,3.975009,4.044552,69.54,0.000000,0.000000,added_manually,2026-02-16T00:04:52.998458
2024-09-30_11-21-01_0000034,14,4.088922,4.128600,39.68,0.000000,0.000000,added_manually,2026-02-16T00:04:53.463967
2024-09-30_11-21-01_0000034,15,4.815064,4.877653,62.59,0.131952,0.083521,,2026-02-16T00:04:53.841824
2024-09-30_11-21-01_0000034,16,4.945920,5.001387,55.47,0.212981,0.147368,,2026-02-16T00:04:54.226823
2024-09-30_11-21-01_0000034,17,5.543340,5.596670,53.33,0.168721,0.081280,,2026-02-16T00:04:54.584789
2024-09-30_11-21-01_0000034,18,6.150023,6.213592,63.57,0.208057,0.113051,,2026-02-16T00:04:54.939790
