file,id,label,accepted,score,begin_time_s,end_time_s,call_length_s,principal_freq_hz,low_freq_hz,high_freq_hz,bandwidth_hz,freq_std_dev_hz,slope,sinuosity,mean_power_db,tonality,peak_freq_khz,source_file,wav_stem,det_start_s,det_end_s,det_duration_ms,det_index,det_prob_max,det_prob_mean,det_user_action,det_json_path,match_quality,match_distance_ms,peak_freq_hz,syllable_type,classification_confidence
2024-09-30_11-18-17_0000001,1.0,Cluster_15,1.0,1.0,0.7893933333333334,0.8108866666666666,0.0214933333333332,70.71428571428572,62.142857142857146,113.57142857142856,51.42857142857142,10.812706363755003,-174.5878237818126,5.080432722392367,-77.01613800937199,0.1897504690123503,66.42857142857143,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,,Complex,high
2024-09-30_11-18-17_0000001,2.0,Cluster_27,1.0,1.0,1.08076,1.1106266666666669,0.0298666666666667,63.671875,61.328125,105.859375,44.53125,8.502652627434504,-316.50070986739547,2.20047505109518,-69.64047895382237,0.2517297338965304,63.671875,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,,Chevron,medium
2024-09-30_11-18-17_0000001,3.0,Cluster_5,1.0,1.0,1.1958933333333333,1.2387666666666666,0.0428733333333333,64.07563025210084,61.55462184873949,106.9327731092437,45.37815126050421,9.743957426391678,-509.21756228078056,1.7798306594081408,-70.17670171400265,0.257101323291673,65.33613445378151,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,,Down,high
2024-09-30_11-18-17_0000001,4.0,Cluster_5,1.0,1.0,1.3238933333333331,1.3667666666666665,0.0428733333333333,64.07563025210084,61.55462184873949,106.9327731092437,45.37815126050421,9.743957426391678,-509.21756228078056,1.7798306594081408,-70.17663447735924,0.2570790385619485,65.33613445378151,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,,Down,high
2024-09-30_11-18-17_0000001,5.0,Cluster_5,1.0,1.0,1.4518933333333333,1.4947666666666666,0.0428733333333333,64.07563025210084,61.55462184873949,106.9327731092437,45.37815126050421,9.743957426391678,-509.21756228078056,1.7798306594081408,-70.17646228605464,0.2570071999053799,65.33613445378151,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,,Down,high
2024-09-30_11-18-17_0000001,6.0,Cluster_5,1.0,1.0,1.5798933333333331,1.6227666666666665,0.0428733333333333,64.07563025210084,61.55462184873949,106.9327731092437,45.37815126050421,9.743957426391678,-509.21756228078056,1.7798306594081408,-70.17663481577777,0.2570125477393942,65.33613445378151,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,,Down,high
2024-09-30_11-18-17_0000001,7.0,Cluster_5,1.0,1.0,1.7078933333333333,1.7507666666666666,0.0428733333333333,64.07563025210084,61.55462184873949,106.9327731092437,45.37815126050421,9.743957426391678,-509.21756228078056,1.7798306594081408,-70.1767017269343,0.257102100887657,65.33613445378151,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,,Down,high
2024-09-30_11-18-17_0000001,8.0,Cluster_5,1.0,1.0,1.8358933333333327,1.8787666666666665,0.0428733333333333,64.07563025210084,61.55462184873949,106.9327731092437,45.37815126050421,9.743957426391678,-509.21756228078056,1.7798306594081408,-70.17646229469848,0.2570072167094236,65.33613445378151,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,,Down,high
2024-09-30_11-18-17_0000001,9.0,Cluster_15,1.0,1.0,2.06122,2.0815200000000003,0.0203000000000002,74.43181818181819,69.31818181818181,81.25,11.931818181818189,4.776908121107605,659.8971078811455,1.0293844933553542,-71.98269308834166,0.2461658062047946,72.72727272727272,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,,Up,high
2024-09-30_11-18-17_0000001,10.0,Cluster_1,1.0,1.0,2.76957,2.7832,0.01363,65.9090909090909,28.40909090909091,123.86363636363636,95.45454545454544,16.044680818237975,685.8811787615875,5.220878934364558,-75.93019516611727,0.191696991884246,65.9090909090909,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,,Short,low
2024-09-30_11-18-17_0000001,11.0,Cluster_15,1.0,1.0,2.99275,3.00415,0.0114,71.55172413793103,68.9655172413793,79.3103448275862,10.344827586206904,2.930885332083882,-660.1223711492685,1.0929514161776432,-74.3803888442306,0.2549671186115861,68.9655172413793,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,,Short,medium
2024-09-30_11-18-17_0000001,12.0,Cluster_27,1.0,1.0,3.80062,3.8125,0.0118800000000001,69.77611940298507,65.29850746268656,69.77611940298507,4.477611940298516,1.3976065810002951,247.0449090100838,1.0154045267252816,-72.92777940536307,0.2388455416979628,69.77611940298507,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,,Short,medium
2024-09-30_11-18-17_0000001,13.0,Cluster_16,1.0,1.0,4.06036,4.0674,0.0070399999999999,33.95522388059702,27.23880597014925,69.77611940298507,42.537313432835816,12.65932104993434,-1992.9623080893348,3.6656783415836593,-73.51140102156668,0.2643684852829462,27.23880597014925,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,,Short,high
2024-09-30_11-18-17_0000001,14.0,Cluster_23,1.0,1.0,4.546153333333334,4.567713333333334,0.02156,87.12121212121212,78.03030303030303,93.1818181818182,15.151515151515156,5.137067757592383,28.87549493708917,1.416916872321195,-71.72702119260755,0.2643759665424558,93.1818181818182,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,,Flat,medium
2024-09-30_11-18-17_0000001,15.0,Cluster_15,1.0,1.0,4.664646666666666,4.697926666666667,0.0332800000000004,79.28571428571428,69.28571428571428,80.71428571428572,11.428571428571445,3.5894713510497964,82.76765613637312,1.1336928963675907,-71.30583744563585,0.2574155195588892,69.28571428571428,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,,Flat,high
2024-09-30_11-18-17_0000001,16.0,Cluster_27,1.0,1.0,4.788076666666667,4.805153333333333,0.0170766666666661,63.18181818181818,61.81818181818181,67.27272727272727,5.454545454545453,1.533785404575464,243.9555987284592,1.0907790465341602,-70.97333861951476,0.2413701351129796,63.18181818181818,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,,Up,medium
2024-09-30_11-18-17_0000001,17.0,Cluster_27,1.0,1.0,5.00678,5.010739999999999,0.0039599999999992,60.82089552238806,60.82089552238806,60.82089552238806,0.0,7.354816055834102e-15,8.276291372869885e-13,1.0,-75.76999482697009,0.1940561402251665,60.82089552238806,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,,Short,high
2024-09-30_11-18-17_0000001,18.0,Cluster_27,1.0,1.0,5.12564,5.14697,0.0213299999999998,65.74074074074073,62.03703703703704,78.7037037037037,16.666666666666657,5.643075371984473,766.5162754298094,1.0214671799958728,-69.97428013746813,0.2817390029540904,65.74074074074073,classified_Stats.xlsx,2024-09-30_11-18-17_0000001,,,,,,,,,unmatched_ds,,,Up,high
