wav_file,detection_index,start_time_s,end_time_s,duration_ms,max_prob,mean_prob,user_action,timestamp
2024-09-30_11-19-38_0000015,0,0.030720,0.103253,72.53,0.142833,0.086010,,2026-02-15T23:47:01.422681
2024-09-30_11-19-38_0000015,1,0.240634,0.269653,29.02,0.063338,0.049169,,2026-02-15T23:47:01.862683
2024-09-30_11-19-38_0000015,2,0.807253,0.888320,81.07,0.106534,0.068668,,2026-02-15T23:47:02.414680
2024-09-30_11-19-38_0000015,3,0.973653,1.058987,85.33,0.267920,0.139088,,2026-02-15T23:47:02.963180
2024-09-30_11-19-38_0000015,4,1.101653,1.148587,46.93,0.065425,0.056481,,2026-02-15T23:47:03.490179
2024-09-30_11-19-38_0000015,5,1.191253,1.276587,85.33,0.069833,0.058367,,2026-02-15T23:47:04.049679
2024-09-30_11-19-38_0000015,6,1.319253,1.361920,42.67,0.103087,0.080177,,2026-02-15T23:47:04.582179
2024-09-30_11-19-38_0000015,7,1.421653,1.506987,85.33,0.180586,0.104372,,2026-02-15T23:47:05.129181
2024-09-30_11-19-38_0000015,8,1.532587,1.611905,79.32,0.199350,0.112621,,2026-02-15T23:47:05.605179
2024-09-30_11-19-38_0000015,9,1.660587,1.728853,68.27,0.098760,0.060123,,2026-02-15T23:47:06.112180
2024-09-30_11-19-38_0000015,10,1.831253,1.976320,145.07,0.287365,0.114115,,2026-02-15T23:47:06.662181
2024-09-30_11-19-38_0000015,11,2.129920,2.168320,38.40,0.045576,0.038775,,2026-02-15T23:47:07.371180
2024-09-30_11-19-38_0000015,12,2.237808,2.262128,24.32,0.000000,0.000000,added_manually,2026-02-15T23:47:07.939179
2024-09-30_11-19-38_0000015,13,2.601746,2.630332,28.59,0.000000,0.000000,added_manually,2026-02-15T23:47:08.427181
2024-09-30_11-19-38_0000015,14,3.147865,3.197357,49.49,0.066259,0.047869,,2026-02-15T23:47:09.078680
2024-09-30_11-19-38_0000015,15,3.245569,3.307520,61.95,0.069617,0.051961,,2026-02-15T23:47:09.608680
2024-09-30_11-19-38_0000015,16,3.348393,3.384320,35.93,0.046679,0.039190,,2026-02-15T23:47:10.159680
2024-09-30_11-19-38_0000015,17,3.462737,3.496869,34.13,0.000000,0.000000,added_manually,2026-02-15T23:47:10.668181
2024-09-30_11-19-38_0000015,18,3.565561,3.622732,57.17,0.068231,0.046872,,2026-02-15T23:47:11.140679
2024-09-30_11-19-38_0000015,19,3.776853,3.817714,40.86,0.054868,0.043253,,2026-02-15T23:47:11.650680
2024-09-30_11-19-38_0000015,20,4.002987,4.041387,38.40,0.069744,0.055390,,2026-02-15T23:47:12.024181
2024-09-30_11-19-38_0000015,21,4.173653,4.263253,89.60,0.115327,0.065871,,2026-02-15T23:47:12.429680
2024-09-30_11-19-38_0000015,22,4.423992,4.456417,32.43,0.000000,0.000000,added_manually,2026-02-15T23:47:12.801180
2024-09-30_11-19-38_0000015,23,4.526816,4.569481,42.67,0.000000,0.000000,added_manually,2026-02-15T23:47:13.206680
2024-09-30_11-19-38_0000015,24,4.741120,4.792320,51.20,0.074968,0.057210,,2026-02-15T23:47:13.554345
2024-09-30_11-19-38_0000015,25,4.945920,5.026987,81.07,0.151514,0.085311,,2026-02-15T23:47:14.049845
2024-09-30_11-19-38_0000015,26,5.069653,5.146453,76.80,0.224899,0.120426,,2026-02-15T23:47:14.406843
2024-09-30_11-19-38_0000015,27,5.184853,5.257387,72.53,0.168914,0.095996,,2026-02-15T23:47:14.762346
2024-09-30_11-19-38_0000015,28,5.300053,5.372587,72.53,0.236930,0.149939,,2026-02-15T23:47:15.127699
2024-09-30_11-19-38_0000015,29,5.564587,5.649920,85.33,0.253340,0.137500,,2026-02-15T23:47:15.509099
2024-09-30_11-19-38_0000015,30,5.713920,5.773653,59.73,0.125553,0.096683,,2026-02-15T23:47:15.870099
2024-09-30_11-19-38_0000015,31,6.353920,6.396587,42.67,0.098535,0.075945,,2026-02-15T23:47:16.253099
2024-09-30_11-19-38_0000015,32,6.477653,6.562987,85.33,0.248510,0.138472,,2026-02-15T23:47:16.641099
2024-09-30_11-19-38_0000015,33,6.609920,6.678187,68.27,0.184989,0.101975,,2026-02-15T23:47:16.990602
2024-09-30_11-19-38_0000015,34,6.720853,6.814720,93.87,0.275153,0.114706,,2026-02-15T23:47:17.355687
2024-09-30_11-19-38_0000015,35,6.857387,6.929920,72.53,0.267573,0.166487,,2026-02-15T23:47:17.719188
2024-09-30_11-19-38_0000015,36,6.976853,7.045120,68.27,0.236191,0.148506,,2026-02-15T23:47:18.066689
2024-09-30_11-19-38_0000015,37,7.083520,7.147520,64.00,0.221956,0.137927,,2026-02-15T23:47:18.420689
2024-09-30_11-19-38_0000015,38,7.194453,7.258453,64.00,0.169012,0.120110,,2026-02-15T23:47:18.773188
2024-09-30_11-19-38_0000015,39,7.305387,7.369387,64.00,0.123622,0.084828,,2026-02-15T23:47:19.117689
2024-09-30_11-19-38_0000015,40,7.403520,7.471787,68.27,0.241211,0.144609,,2026-02-15T23:47:19.473764
