png,noise_rank,tier,traditional_label,wav_stem,det_start_s,det_end_s,call_length_s,principal_freq_hz,tonality,mean_power_db,det_prob_max,hdbscan_label,hdbscan_probability,umap_x,umap_y,verdict,couple
c2_001_manual_review_Cluster_4_131210_1000_m4fm1_chunk_266_0p914s.png,1,manual_review,Cluster_4,131210_1000_m4fm1_chunk_266,0.91392,0.96512,0.0171,81.08695652173913,0.2634303851192152,-92.82575751755694,0.9901903867721558,2,1.0,-0.21257865,3.9987,usv,m4fm1
c2_002_manual_review_Cluster_4_131204_1400_m6fm6_chunk_300_1p452s.png,2,manual_review,Cluster_4,131204_1400_m6fm6_chunk_300,1.45152,1.48992,0.0022866666666665,84.0909090909091,0.2366475447996146,-93.0117450520661,0.895244836807251,2,1.0,-1.1643109,5.0540476,usv,m6fm6
c2_003_manual_review_Cluster_4_131205_1000_m6fm6_chunk_112_0p837s.png,3,manual_review,Cluster_4,131205_1000_m6fm6_chunk_112,0.83712,0.87552,0.0098,82.57575757575758,0.3036722512444509,-91.287898363411,0.8997457027435303,2,1.0,-0.19701526,4.6026173,usv,m6fm6
c2_004_manual_review_Cluster_4_131208_1000_m4fm4_chunk_161_1p311s.png,4,manual_review,Cluster_4,131208_1000_m4fm4_chunk_161,1.31072,1.3533866666666667,0.0142133333333331,76.42857142857143,0.3040498695772498,-90.96655631214551,0.96130633354187,2,1.0,3.5574799,4.6286607,usv,m4fm4
c2_005_manual_review_Cluster_4_131204_1400_m5fm5_chunk_021_0p965s.png,5,manual_review,Cluster_4,131204_1400_m5fm5_chunk_021,0.96512,1.0632533333333334,0.06751,80.0632911392405,0.2816615771269931,-89.08623663826613,0.9990730285644532,2,0.9378098641481442,5.0206904,4.52559,usv,m5fm5
c2_006_manual_review_Cluster_4_131208_1000_m6fm6_chunk_175_1p541s.png,6,manual_review,Cluster_4,131208_1000_m6fm6_chunk_175,1.54112,1.6349866666666666,0.0610866666666665,77.25806451612904,0.2795541621699559,-89.5521032664776,0.9998210072517396,2,1.0,3.609611,4.008327,usv,m6fm6
c2_007_manual_review_Cluster_4_131204_1400_m4fm4_chunk_170_0p432s.png,7,manual_review,Cluster_4,131204_1400_m4fm4_chunk_170,0.4317866666666666,0.46592,0.00217,85.63829787234042,0.2363575415699768,-94.81835326240056,0.8482999801635742,2,1.0,-1.2979487,5.1446233,usv,m4fm4
c2_008_manual_review_Cluster_4_131204_1800_m5fm5_chunk_027_1p050s.png,8,manual_review,Cluster_4,131204_1800_m5fm5_chunk_027,1.0504533333333332,1.1613866666666666,0.0740366666666667,83.03571428571429,0.4475466176364689,-80.38717179141335,0.9994766116142272,2,1.0,4.1289415,-0.8825632,usv,m5fm5
c2_009_manual_review_Cluster_4_131204_1400_m2fm2_chunk_237_1p797s.png,9,manual_review,Cluster_4,131204_1400_m2fm2_chunk_237,1.79712,1.8909866666666664,0.06006,75.3225806451613,0.2355298233157932,-92.90159312666952,0.999453604221344,2,1.0,5.583618,3.3648498,usv,m2fm2
c2_010_manual_review_Cluster_4_131205_1000_m6fm6_chunk_027_0p231s.png,10,manual_review,Cluster_4,131205_1000_m6fm6_chunk_027,0.2312533333333333,0.27392,0.0055466666666666,86.42857142857143,0.2232174981768285,-95.0157920914646,0.8887373805046082,2,1.0,-0.61839134,5.2169847,usv,m6fm6
c2_011_manual_review_Cluster_25_131210_1000_m3fm2_chunk_050_1p827s.png,11,manual_review,Cluster_25,131210_1000_m3fm2_chunk_050,1.8269866666666668,1.9165866666666669,0.0164999999999999,63.74172185430464,0.2956851269165582,-88.05981529175291,0.9949947595596312,2,0.857966953804693,-0.79620564,0.63881797,usv,m3fm2
c2_012_manual_review_Cluster_25_131205_1800_m4fm4_chunk_020_0p940s.png,12,manual_review,Cluster_25,131205_1800_m4fm4_chunk_020,0.93952,0.99072,0.01862,73.91304347826087,0.3625659235970119,-87.03307052503487,0.9790047407150269,2,0.943405725705474,4.4371443,4.5378184,usv,m4fm4
c2_013_manual_review_Cluster_25_131204_1800_m6fm6_chunk_172_0p846s.png,13,manual_review,Cluster_25,131204_1800_m6fm6_chunk_172,0.8456533333333334,0.8840533333333334,0.0081666666666666,73.48484848484848,0.2237131238244227,-95.5585744424518,0.8846530318260193,2,1.0,-1.0399151,2.0012634,usv,m6fm6
c2_014_manual_review_Cluster_25_131204_1400_m3fm3_chunk_052_0p940s.png,14,manual_review,Cluster_25,131204_1400_m3fm3_chunk_052,0.93952,0.9992533333333332,0.0020499999999999,62.5,0.219464453759706,-93.28824350524546,0.9846510887145996,2,1.0,-1.9353994,0.35707644,usv,m3fm3
c2_015_manual_review_Cluster_25_131218_1000_m1fm1_chunk_032_0p624s.png,15,manual_review,Cluster_25,131218_1000_m1fm1_chunk_032,0.6237866666666667,0.6920533333333333,0.03432,75.0,0.4071155514912027,-87.67199311604037,0.9070703983306884,2,1.0,1.6444091,1.1421545,usv,m1fm1
