wav_file,detection_index,start_time_s,end_time_s,duration_ms,max_prob,mean_prob,user_action,timestamp
2024-09-30_11-22-14_0000052,20,3.290453,3.337387,46.93,0.078693,0.058989,deleted_by_user,2026-02-16T00:15:01.958775
2024-09-30_11-22-14_0000052,13,2.040320,2.082987,42.67,0.076848,0.060854,deleted_by_user,2026-02-16T00:15:16.276691
2024-09-30_11-22-14_0000052,13,2.138453,2.177027,38.57,0.065418,0.053233,deleted_by_user,2026-02-16T00:15:21.721628
2024-09-30_11-22-14_0000052,13,2.244433,2.313387,68.95,0.108449,0.063722,deleted_by_user,2026-02-16T00:15:24.474736
2024-09-30_11-22-14_0000052,13,2.373120,2.411520,38.40,0.063779,0.050972,deleted_by_user,2026-02-16T00:15:27.188610
2024-09-30_11-22-14_0000052,13,2.445653,2.560853,115.20,0.060763,0.045385,deleted_by_user,2026-02-16T00:15:30.964998
2024-09-30_11-22-14_0000052,13,2.590720,2.603520,12.80,0.058285,0.051188,deleted_by_user,2026-02-16T00:15:32.880509
2024-09-30_11-22-14_0000052,7,0.896853,0.935253,38.40,0.084084,0.057532,deleted_by_user,2026-02-16T00:15:44.983040
2024-09-30_11-22-14_0000052,6,0.738987,0.794453,55.47,0.057044,0.040192,deleted_by_user,2026-02-16T00:15:47.633500
2024-09-30_11-22-14_0000052,5,0.605370,0.704853,99.48,0.075616,0.055392,deleted_by_user,2026-02-16T00:15:52.664729
2024-09-30_11-22-14_0000052,4,0.538453,0.568320,29.87,0.042869,0.036791,deleted_by_user,2026-02-16T00:15:55.558262
2024-09-30_11-22-14_0000052,3,0.461653,0.495787,34.13,0.075860,0.045975,deleted_by_user,2026-02-16T00:15:57.478162
2024-09-30_11-22-14_0000052,2,0.393387,0.410453,17.07,0.046933,0.040828,deleted_by_user,2026-02-16T00:16:00.085993
2024-09-30_11-22-14_0000052,1,0.124587,0.205653,81.07,0.062015,0.042741,deleted_by_user,2026-02-16T00:16:03.771241
2024-09-30_11-22-14_0000052,0,0.022187,0.103253,81.07,0.079250,0.055952,deleted_by_user,2026-02-16T00:16:05.697175
