wav_file,detection_index,start_time_s,end_time_s,duration_ms,max_prob,mean_prob,user_action,timestamp
2024-09-30_11-20-14_0000022,0,0.414720,0.450545,35.83,0.048212,0.039022,,2026-02-15T23:52:08.764584
2024-09-30_11-20-14_0000022,1,0.608407,0.648086,39.68,0.000000,0.000000,added_manually,2026-02-15T23:52:09.275614
2024-09-30_11-20-14_0000022,2,0.692884,0.738963,46.08,0.000000,0.000000,added_manually,2026-02-15T23:52:09.666620
2024-09-30_11-20-14_0000022,3,0.796561,0.837946,41.39,0.000000,0.000000,added_manually,2026-02-15T23:52:10.060546
2024-09-30_11-20-14_0000022,4,0.890851,0.932663,41.81,0.000000,0.000000,added_manually,2026-02-15T23:52:10.453554
2024-09-30_11-20-14_0000022,5,0.988554,1.038899,50.35,0.000000,0.000000,added_manually,2026-02-15T23:52:10.809191
2024-09-30_11-20-14_0000022,6,1.089671,1.173295,83.62,0.123670,0.088314,,2026-02-15T23:52:11.177977
2024-09-30_11-20-14_0000022,7,1.215960,1.300864,84.90,0.126764,0.083233,,2026-02-15T23:52:11.548138
2024-09-30_11-20-14_0000022,8,1.346943,1.369129,22.19,0.000000,0.000000,added_manually,2026-02-15T23:52:11.985637
2024-09-30_11-20-14_0000022,9,1.398141,1.455787,57.65,0.093134,0.058964,,2026-02-15T23:52:12.343551
2024-09-30_11-20-14_0000022,10,1.500111,1.558187,58.08,0.067700,0.053440,,2026-02-15T23:52:12.740551
2024-09-30_11-20-14_0000022,11,1.617920,1.664853,46.93,0.114089,0.081351,,2026-02-15T23:52:13.277053
2024-09-30_11-20-14_0000022,12,1.729224,1.784320,55.10,0.107971,0.069378,,2026-02-15T23:52:13.891552
2024-09-30_11-20-14_0000022,13,1.845273,1.903787,58.51,0.072421,0.051062,,2026-02-15T23:52:14.478551
2024-09-30_11-20-14_0000022,14,1.950720,1.993387,42.67,0.088963,0.058205,,2026-02-15T23:52:15.275552
2024-09-30_11-20-14_0000022,15,2.070187,2.112853,42.67,0.076226,0.054326,,2026-02-15T23:52:15.795550
2024-09-30_11-20-14_0000022,16,2.142720,2.202453,59.73,0.150903,0.097611,,2026-02-15T23:52:16.373051
2024-09-30_11-20-14_0000022,17,2.240853,2.296320,55.47,0.096161,0.067476,,2026-02-15T23:52:16.832553
2024-09-30_11-20-14_0000022,18,2.352137,2.385920,33.78,0.049993,0.043821,,2026-02-15T23:52:17.448550
2024-09-30_11-20-14_0000022,19,2.437120,2.466987,29.87,0.055241,0.047413,,2026-02-15T23:52:18.027051
2024-09-30_11-20-14_0000022,20,2.531757,2.577920,46.16,0.073639,0.053961,,2026-02-15T23:52:18.520053
2024-09-30_11-20-14_0000022,21,2.641920,2.688853,46.93,0.075142,0.060448,,2026-02-15T23:52:19.118551
2024-09-30_11-20-14_0000022,22,2.735787,2.774187,38.40,0.052077,0.044883,,2026-02-15T23:52:19.599054
2024-09-30_11-20-14_0000022,23,2.821120,2.876587,55.47,0.201338,0.113229,,2026-02-15T23:52:20.223551
2024-09-30_11-20-14_0000022,24,2.936320,2.986569,50.25,0.101069,0.068071,,2026-02-15T23:52:20.761050
2024-09-30_11-20-14_0000022,25,3.055787,3.106987,51.20,0.120701,0.069653,,2026-02-15T23:52:21.239051
2024-09-30_11-20-14_0000022,26,3.537920,3.589120,51.20,0.099516,0.068416,,2026-02-15T23:52:21.805052
2024-09-30_11-20-14_0000022,27,3.951787,4.015787,64.00,0.146766,0.091219,,2026-02-15T23:52:22.540551
2024-09-30_11-20-14_0000022,28,4.183330,4.235382,52.05,0.000000,0.000000,added_manually,2026-02-15T23:52:22.980551
2024-09-30_11-20-14_0000022,29,4.335787,4.404053,68.27,0.143415,0.082206,,2026-02-15T23:52:23.591050
2024-09-30_11-20-14_0000022,30,4.596053,4.642987,46.93,0.105664,0.071413,,2026-02-15T23:52:24.094551
2024-09-30_11-20-14_0000022,31,5.125120,5.190231,65.11,0.107523,0.064148,,2026-02-15T23:52:24.626551
2024-09-30_11-20-14_0000022,32,5.257387,5.291520,34.13,0.072631,0.051432,,2026-02-15T23:52:25.113553
2024-09-30_11-20-14_0000022,33,5.359787,5.400144,40.36,0.106466,0.068744,,2026-02-15T23:52:25.581050
2024-09-30_11-20-14_0000022,34,5.466453,5.527286,60.83,0.137620,0.086828,,2026-02-15T23:52:26.240050
2024-09-30_11-20-14_0000022,35,5.593844,5.647602,53.76,0.000000,0.000000,added_manually,2026-02-15T23:52:26.719051
2024-09-30_11-20-14_0000022,36,5.713920,5.756587,42.67,0.108389,0.072031,,2026-02-15T23:52:27.302053
2024-09-30_11-20-14_0000022,37,5.826796,5.918720,91.92,0.066221,0.051365,,2026-02-15T23:52:27.838554
2024-09-30_11-20-14_0000022,38,5.979965,6.054202,74.24,0.000000,0.000000,added_manually,2026-02-15T23:52:28.344553
2024-09-30_11-20-14_0000022,39,6.106681,6.157879,51.20,0.000000,0.000000,added_manually,2026-02-15T23:52:28.898551
2024-09-30_11-20-14_0000022,40,6.214197,6.268587,54.39,0.044060,0.038590,,2026-02-15T23:52:29.352551
2024-09-30_11-20-14_0000022,41,6.329820,6.388271,58.45,0.000000,0.000000,added_manually,2026-02-15T23:52:29.880552
2024-09-30_11-20-14_0000022,42,6.614187,6.652587,38.40,0.059371,0.046699,,2026-02-15T23:52:30.502551
2024-09-30_11-20-14_0000022,43,6.699728,6.721487,21.76,0.000000,0.000000,added_manually,2026-02-15T23:52:30.977052
2024-09-30_11-20-14_0000022,44,6.790178,6.834977,44.80,0.000000,0.000000,added_manually,2026-02-15T23:52:31.336989
2024-09-30_11-20-14_0000022,45,7.258453,7.329041,70.59,0.075412,0.048460,,2026-02-15T23:52:31.689490
2024-09-30_11-20-14_0000022,46,7.379812,7.447224,67.41,0.000000,0.000000,added_manually,2026-02-15T23:52:32.039083
2024-09-30_11-20-14_0000022,47,7.497995,7.538954,40.96,0.000000,0.000000,added_manually,2026-02-15T23:52:32.404077
2024-09-30_11-20-14_0000022,48,7.584179,7.629404,45.23,0.000000,0.000000,added_manually,2026-02-15T23:52:32.771712
2024-09-30_11-20-14_0000022,49,7.689989,7.729241,39.25,0.000000,0.000000,added_manually,2026-02-15T23:52:33.127096
2024-09-30_11-20-14_0000022,50,7.787520,7.847424,59.90,0.099079,0.062236,,2026-02-15T23:52:33.477852
2024-09-30_11-20-14_0000022,51,7.887103,7.945981,58.88,0.000000,0.000000,added_manually,2026-02-15T23:52:33.828851
2024-09-30_11-20-14_0000022,52,7.997179,8.034298,37.12,0.000000,0.000000,added_manually,2026-02-15T23:52:34.186777
2024-09-30_11-20-14_0000022,53,8.094720,8.133708,38.99,0.051592,0.045373,,2026-02-15T23:52:34.543276
2024-09-30_11-20-14_0000022,54,8.184320,8.214187,29.87,0.065352,0.051812,,2026-02-15T23:52:34.902783
2024-09-30_11-20-14_0000022,55,8.273920,8.308053,34.13,0.079425,0.056755,,2026-02-15T23:52:35.349550
2024-09-30_11-20-14_0000022,56,8.440471,8.468204,27.73,0.000000,0.000000,added_manually,2026-02-15T23:52:35.699006
2024-09-30_11-20-14_0000022,57,8.632320,8.679253,46.93,0.119286,0.069429,,2026-02-15T23:52:36.063359
2024-09-30_11-20-14_0000022,58,8.873524,8.904243,30.72,0.000000,0.000000,added_manually,2026-02-15T23:52:36.416359
2024-09-30_11-20-14_0000022,59,9.003520,9.054720,51.20,0.146584,0.098728,,2026-02-15T23:52:36.755397
2024-09-30_11-20-14_0000022,60,9.242453,9.323520,81.07,0.144914,0.090321,,2026-02-15T23:52:37.112855
2024-09-30_11-20-14_0000022,61,9.414093,9.465291,51.20,0.000000,0.000000,added_manually,2026-02-15T23:52:37.455355
2024-09-30_11-20-14_0000022,62,9.869653,9.916587,46.93,0.070286,0.055557,,2026-02-15T23:52:37.824376
2024-09-30_11-20-14_0000022,63,10.330453,10.368853,38.40,0.090756,0.063091,,2026-02-15T23:52:38.210376
2024-09-30_11-20-14_0000022,64,10.452565,10.491391,38.83,0.000000,0.000000,added_manually,2026-02-15T23:52:38.592184
2024-09-30_11-20-14_0000022,65,10.546856,10.575015,28.16,0.000000,0.000000,added_manually,2026-02-15T23:52:38.963717
2024-09-30_11-20-14_0000022,66,10.586453,10.641920,55.47,0.116178,0.073993,,2026-02-15T23:52:39.304401
2024-09-30_11-20-14_0000022,67,10.734156,10.859520,125.36,0.202025,0.114478,,2026-02-15T23:52:39.670393
2024-09-30_11-20-14_0000022,68,11.909158,11.950117,40.96,0.000000,0.000000,added_manually,2026-02-15T23:52:40.063086
2024-09-30_11-20-14_0000022,69,12.042700,12.083659,40.96,0.000000,0.000000,added_manually,2026-02-15T23:52:40.434256
2024-09-30_11-20-14_0000022,70,12.709132,12.758197,49.07,0.000000,0.000000,added_manually,2026-02-15T23:52:40.906285
2024-09-30_11-20-14_0000022,71,12.822195,12.861873,39.68,0.000000,0.000000,added_manually,2026-02-15T23:52:41.270253
2024-09-30_11-20-14_0000022,72,13.038934,13.093972,55.04,0.000000,0.000000,added_manually,2026-02-15T23:52:41.620752
