wav_file,detection_index,start_time_s,end_time_s,duration_ms,max_prob,mean_prob,user_action,timestamp
2024-10-06_02-49-55_0005468,0,1.632294,1.666851,34.56,0.000000,0.000000,added_manually,2026-03-17T21:31:23.227507
2024-10-06_02-49-55_0005468,1,1.761137,1.879314,118.18,0.048698,0.039438,,2026-03-17T21:31:23.674257
2024-10-06_02-49-55_0005468,2,1.938189,1.999624,61.44,0.000000,0.000000,added_manually,2026-03-17T21:31:24.070259
2024-10-06_02-49-55_0005468,3,2.055513,2.107989,52.48,0.000000,0.000000,added_manually,2026-03-17T21:31:24.513893
2024-10-06_02-49-55_0005468,4,2.168997,2.253653,84.66,0.047736,0.042648,,2026-03-17T21:31:24.897204
2024-10-06_02-49-55_0005468,5,2.295280,2.352876,57.60,0.054448,0.044897,,2026-03-17T21:31:25.275678
2024-10-06_02-49-55_0005468,6,2.412604,2.488320,75.72,0.089261,0.056872,,2026-03-17T21:31:25.709822
2024-10-06_02-49-55_0005468,7,2.575151,2.625067,49.92,0.000000,0.000000,added_manually,2026-03-17T21:31:26.080976
2024-10-06_02-49-55_0005468,8,2.682662,2.757120,74.46,0.093973,0.059117,,2026-03-17T21:31:26.473482
2024-10-06_02-49-55_0005468,9,2.815345,2.857582,42.24,0.000000,0.000000,added_manually,2026-03-17T21:31:26.869484
2024-10-06_02-49-55_0005468,10,2.978987,3.025248,46.26,0.116438,0.076033,,2026-03-17T21:31:27.270483
2024-10-06_02-49-55_0005468,11,3.086256,3.153920,67.66,0.102105,0.071240,,2026-03-17T21:31:29.649801
2024-10-06_02-49-55_0005468,12,3.800012,3.832009,32.00,0.000000,0.000000,added_manually,2026-03-17T21:31:30.055303
2024-10-06_02-49-55_0005468,13,3.933974,3.994453,60.48,0.097437,0.066215,,2026-03-17T21:31:30.456302
2024-10-06_02-49-55_0005468,14,4.084149,4.130987,46.84,0.075047,0.053898,,2026-03-17T21:31:30.866485
