wav_file,detection_index,start_time_s,end_time_s,duration_ms,max_prob,mean_prob,user_action,timestamp
2024-09-30_21-25-43_0003150,0,0.063995,0.107512,43.52,0.000000,0.000000,added_manually,2026-02-14T16:17:44.025242
2024-09-30_21-25-43_0003150,1,1.007787,1.080320,72.53,0.258611,0.132098,,2026-02-14T16:17:44.397743
2024-09-30_21-25-43_0003150,2,1.101653,1.280853,179.20,0.193905,0.087644,,2026-02-14T16:17:44.793242
2024-09-30_21-25-43_0003150,3,1.319253,1.358403,39.15,0.074343,0.060170,,2026-02-14T16:17:45.167741
2024-09-30_21-25-43_0003150,4,1.630720,1.677653,46.93,0.112880,0.068842,,2026-02-14T16:17:45.598131
2024-09-30_21-25-43_0003150,5,1.724587,1.750187,25.60,0.060900,0.049921,,2026-02-14T16:17:45.957630
2024-09-30_21-25-43_0003150,6,1.805653,1.861120,55.47,0.100838,0.052121,,2026-02-14T16:17:46.304630
2024-09-30_21-25-43_0003150,7,1.895253,1.929387,34.13,0.054033,0.044669,,2026-02-14T16:17:46.646632
2024-09-30_21-25-43_0003150,8,1.989120,2.023253,34.13,0.068588,0.050259,,2026-02-14T16:17:47.009131
2024-09-30_21-25-43_0003150,9,2.168320,2.236587,68.27,0.140905,0.085855,,2026-02-14T16:17:47.359631
2024-09-30_21-25-43_0003150,10,2.271827,2.364406,92.58,0.063910,0.042995,,2026-02-14T16:17:47.714130
2024-09-30_21-25-43_0003150,11,2.411520,2.543787,132.27,0.181305,0.090222,,2026-02-14T16:17:48.115130
2024-09-30_21-25-43_0003150,12,2.594789,2.633612,38.82,0.000000,0.000000,added_manually,2026-02-14T16:17:48.491130
2024-09-30_21-25-43_0003150,13,3.442937,3.497973,55.04,0.000000,0.000000,added_manually,2026-02-14T16:17:48.864131
2024-09-30_21-25-43_0003150,14,3.569647,3.636053,66.41,0.116695,0.072011,,2026-02-14T16:17:49.215045
2024-09-30_21-25-43_0003150,15,3.700053,3.735181,35.13,0.050296,0.044849,,2026-02-14T16:17:49.573038
