wav_file,detection_index,start_time_s,end_time_s,duration_ms,max_prob,mean_prob,user_action,timestamp
2024-09-30_22-38-35_0003522,0,1.030737,1.110187,79.45,0.132275,0.069507,,2026-02-15T23:04:45.693681
2024-09-30_22-38-35_0003522,1,1.156592,1.310720,154.13,0.382619,0.213005,,2026-02-15T23:04:46.101212
2024-09-30_22-38-35_0003522,2,1.319253,1.669120,349.87,0.542902,0.248896,,2026-02-15T23:04:46.515181
2024-09-30_22-38-35_0003522,3,1.703253,1.869653,166.40,0.553916,0.295904,,2026-02-15T23:04:46.921681
2024-09-30_22-38-35_0003522,4,1.886720,1.972053,85.33,0.204444,0.106258,,2026-02-15T23:04:47.272181
2024-09-30_22-38-35_0003522,5,1.984853,2.257920,273.07,0.386749,0.206533,,2026-02-15T23:04:47.648160
2024-09-30_22-38-35_0003522,6,2.294839,2.445653,150.81,0.286674,0.176792,,2026-02-15T23:04:48.029661
2024-09-30_22-38-35_0003522,7,2.488320,2.573653,85.33,0.140418,0.093718,,2026-02-15T23:04:48.382660
2024-09-30_22-38-35_0003522,8,2.603520,2.701653,98.13,0.452542,0.250282,,2026-02-15T23:04:48.740672
2024-09-30_22-38-35_0003522,9,2.744320,2.838187,93.87,0.602623,0.237879,,2026-02-15T23:04:49.109666
2024-09-30_22-38-35_0003522,10,2.850987,2.949120,98.13,0.178158,0.110907,,2026-02-15T23:04:49.469171
2024-09-30_22-38-35_0003522,11,2.980859,3.247787,266.93,0.170725,0.094068,,2026-02-15T23:04:49.848863
2024-09-30_22-38-35_0003522,12,3.298987,3.482453,183.47,0.578738,0.222117,,2026-02-15T23:04:50.247363
2024-09-30_22-38-35_0003522,13,3.529931,3.612697,82.77,0.061233,0.048142,,2026-02-15T23:04:50.694364
2024-09-30_22-38-35_0003522,14,3.721387,3.776853,55.47,0.149637,0.085702,,2026-02-15T23:04:51.029364
