Date,Session_ID,Phase,d_prime,criterion,hit_rate,fa_rate,median_rt,efficiency,total_trials,total_hits
2025-08-06,1,1,4.93014096935822,6.661338147750939e-16,0.9931506849315068,0.00684931506849315,3.3219698253925287,12.0,72.0,72.0
2025-08-07,2,1,4.507631734025418,0.21125461766640208,0.9794520547945206,0.00684931506849315,3.2778506293873875,32.49295774647887,72.0,71.0
2025-08-14,3,1,4.518140168180409,0.21087145304330934,0.9797297297297297,0.006756756756756757,4.34114120502511,14.88888888888889,73.0,72.0
2025-08-17,4,1,4.93014096935822,6.661338147750939e-16,0.9931506849315068,0.00684931506849315,1.5940141238453407,77.26388888888889,72.0,72.0
2025-08-18,5,1,4.518140168180409,0.21087145304330934,0.9797297297297297,0.006756756756756757,0.5749088678193175,80.52777777777777,73.0,72.0
2025-08-19,6,1,4.507631734025418,0.21125461766640208,0.9794520547945206,0.00684931506849315,0.1014549755116718,95.11267605633803,72.0,71.0
2025-08-20,1,2,3.232132655917963,0.8538752091745321,0.777027027027027,0.006756756756756757,0.0763527054484711,150.19298245614036,73.0,57.0
2025-08-21,2,2,3.6709968915337274,0.63444309136665,0.8851351351351351,0.006756756756756757,0.0710111070659422,125.07692307692308,73.0,65.0
2025-08-24,3,2,3.60403163514158,0.6679257195627236,0.8716216216216216,0.006756756756756757,0.06279720663104625,138.46875,73.0,64.0
2025-08-25,4,2,3.5908142984615914,0.6696633354483152,0.8698630136986302,0.00684931506849315,0.064694833133899,154.77777777777777,72.0,63.0
2025-08-26,5,2,3.4834637098319536,0.7282096822175367,0.8445945945945946,0.006756756756756757,0.0586659118639545,131.3709677419355,73.0,62.0
2025-08-27,6,2,4.141585275149261,0.3991488995588832,0.9527027027027027,0.006756756756756757,0.04966543643541845,153.4857142857143,73.0,70.0
2025-08-28,7,2,4.017944340271846,0.4609693669975905,0.9391891891891891,0.006756756756756757,0.0574821574041379,141.33333333333334,73.0,69.0
2025-08-31,8,2,4.141585275149261,0.3991488995588832,0.9527027027027027,0.006756756756756757,0.055344051147585505,154.35714285714286,73.0,70.0
2025-09-01,9,2,4.507631734025418,0.21125461766640208,0.9794520547945206,0.00684931506849315,0.0582633979530413,133.07042253521126,72.0,71.0
2025-09-02,1,3,-2.234447529281467,-1.5656492479466682,0.6730769230769231,0.9963503649635036,1.247088699679125,372.4117647058824,161.0,17.0
2025-09-02,2,3,-2.3166673765361203,-1.496425345072267,0.6323529411764706,0.996031746031746,1.2368625674414488,155.42857142857142,158.0,21.0
2025-09-02,3,3,-1.729108312962937,-1.7562629861548757,0.8137254901960784,0.9956140350877193,1.0698062703943378,71.41463414634147,163.0,41.0
2025-09-04,4,3,-1.7769401888704413,-1.7232419878419971,0.7980769230769231,0.9954954954954955,0.96471930916357,74.36585365853658,161.0,41.0
2025-09-07,5,3,-1.6533955765346433,-1.7941193543690226,0.8333333333333334,0.9956140350877193,1.0624965721462445,101.78571428571429,163.0,42.0
2025-09-07,6,3,-1.442306195906235,-1.8715024783291254,0.875,0.9952380952380953,0.7649194336783012,94.35593220338983,171.0,59.0
2025-09-08,7,3,-1.8203729719727029,-1.6328615840333485,0.7650602409638554,0.9945054945054945,0.8591132386529807,69.33333333333333,172.0,63.0
