Date,Session_ID,Phase,Bin_ID,d_prime,criterion,hit_rate,fa_rate,median_rt,efficiency,total_trials,total_hits
2025-08-06,1,1,0,3.9615047932945577,-0.0,0.9761904761904762,0.023809523809523808,4.294483042829029,13.65,20.0,20.0
2025-08-06,1,1,1,3.9615047932945577,-0.0,0.9761904761904762,0.023809523809523808,4.865144112046096,16.05,20.0,20.0
2025-08-06,1,1,2,3.9615047932945577,-0.0,0.9761904761904762,0.023809523809523808,1.5143497134108659,10.6,20.0,20.0
2025-08-06,1,1,3,3.537650077037413,-0.0,0.9615384615384616,0.038461538461538464,0.9241991635452678,4.833333333333333,12.0,12.0
2025-08-07,2,1,0,3.9615047932945577,-0.0,0.9761904761904762,0.023809523809523808,3.461537685264659,14.75,20.0,20.0
2025-08-07,2,1,1,3.9615047932945577,-0.0,0.9761904761904762,0.023809523809523808,0.8182348502682544,56.85,20.0,20.0
2025-08-07,2,1,2,3.9615047932945577,-0.0,0.9761904761904762,0.023809523809523808,3.224705649489124,35.05,20.0,20.0
2025-08-07,2,1,3,2.9672047408256312,0.2852226681058909,0.8846153846153846,0.038461538461538464,0.6668244446982499,15.818181818181818,12.0,11.0
2025-08-14,3,1,0,3.9615047932945577,-0.0,0.9761904761904762,0.023809523809523808,5.956952629519719,15.35,20.0,20.0
2025-08-14,3,1,1,3.9615047932945577,-0.0,0.9761904761904762,0.023809523809523808,6.108586258406092,20.25,20.0,20.0
2025-08-14,3,1,2,3.9615047932945577,-0.0,0.9761904761904762,0.023809523809523808,0.5278818265113614,11.45,20.0,20.0
2025-08-14,3,1,3,3.044609882582511,0.2804381494479349,0.8928571428571429,0.03571428571428571,4.727424150472984,10.916666666666666,13.0,12.0
2025-08-17,4,1,0,3.9615047932945577,-0.0,0.9761904761904762,0.023809523809523808,2.2866874782693287,86.1,20.0,20.0
2025-08-17,4,1,1,3.9615047932945577,-0.0,0.9761904761904762,0.023809523809523808,0.7154161334673859,105.65,20.0,20.0
2025-08-17,4,1,2,3.9615047932945577,-0.0,0.9761904761904762,0.023809523809523808,2.5825386336193787,64.35,20.0,20.0
2025-08-17,4,1,3,3.537650077037413,-0.0,0.9615384615384616,0.038461538461538464,1.7330411925872795,36.75,12.0,12.0
2025-08-18,5,1,0,3.9615047932945577,-0.0,0.9761904761904762,0.023809523809523808,3.9346979089679057,51.0,20.0,20.0
2025-08-18,5,1,1,3.9615047932945577,-0.0,0.9761904761904762,0.023809523809523808,0.44772258924541575,92.7,20.0,20.0
2025-08-18,5,1,2,3.9615047932945577,-0.0,0.9761904761904762,0.023809523809523808,0.3510200731701047,89.2,20.0,20.0
2025-08-18,5,1,3,3.044609882582511,0.2804381494479349,0.8928571428571429,0.03571428571428571,0.29318610547773,95.0,13.0,12.0
2025-08-19,6,1,0,3.9615047932945577,-0.0,0.9761904761904762,0.023809523809523808,0.7117217310558601,66.9,20.0,20.0
2025-08-19,6,1,1,3.9615047932945577,-0.0,0.9761904761904762,0.023809523809523808,0.0764811596878303,117.2,20.0,20.0
2025-08-19,6,1,2,3.9615047932945577,-0.0,0.9761904761904762,0.023809523809523808,0.06088500653299885,112.2,20.0,20.0
2025-08-19,6,1,3,2.9672047408256312,0.2852226681058909,0.8846153846153846,0.038461538461538464,0.2119595014221431,75.18181818181819,12.0,11.0
2025-08-20,1,2,3,1.8754349650855588,0.6555013354802712,0.6111111111111112,0.05555555555555555,0.6294262021908423,146.8,8.0,5.0
2025-08-20,1,2,4,2.94817396274898,0.506665415272789,0.8333333333333334,0.023809523809523808,0.0550570210955925,164.11764705882354,20.0,17.0
2025-08-20,1,2,5,2.618236557609656,0.6716341178424509,0.7380952380952381,0.023809523809523808,0.0774337143495813,133.33333333333334,20.0,15.0
